sample_position,batch,microstep,optimizer_step,problem_id,content_hash,dataset,math_level,prompt_hash,target_hash,prompt_token_count,target_token_count_excluding_eos,active_label_token_count,combined_token_count,ignored_label_token_count,eos_active,truncation,sample_order_identity
124,31,31,8,gsm8k:openai/gsm8k:train:7175,c111b392f591f3526f60cc4b69c361f2ce4ecf6ba3190aa7595ff15875d33196,gsm8k,,c111b392f591f3526f60cc4b69c361f2ce4ecf6ba3190aa7595ff15875d33196,60b2e23336b5362db84c129aa89a7a73efb5b114d5d7795967ff548ba2cc2fd5,175,164,165,340,175,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
125,32,32,8,gsm8k:openai/gsm8k:train:2191,33fa10e1be30e36f13d545b6648c162a0765cda164f4bfe661b053e67da2be39,gsm8k,,33fa10e1be30e36f13d545b6648c162a0765cda164f4bfe661b053e67da2be39,6323bf4858ffbaf36fdd3fcf8dd11466e247bc13a411a2c9093aa0f190e626dd,160,148,149,309,160,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
126,32,32,8,gsm8k:openai/gsm8k:train:2440,4d488a3e87623304f573f95502a241cf3a117c45515fc135066be15b9394c173,gsm8k,,4d488a3e87623304f573f95502a241cf3a117c45515fc135066be15b9394c173,688d2e50ceeae4f048599e259c4a3fbb22743d8e9f1601e578842a97cdcdf5fa,145,150,151,296,145,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
127,32,32,8,gsm8k:openai/gsm8k:train:1853,b9535aab42e4c2e53c48f451676cd1027ae50cc44a91ea4e46a8ab201ce88d45,gsm8k,,b9535aab42e4c2e53c48f451676cd1027ae50cc44a91ea4e46a8ab201ce88d45,b8acff39dbf8997f48bba93720a99254a1dc87ec3d0243d98ddd74d4b16025d4,136,130,131,267,136,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
128,32,32,8,gsm8k:openai/gsm8k:train:4593,80f1e0aae06fdf4e9124b301587be2c38a4b40ff1fed8573a857e1e9b5b67313,gsm8k,,80f1e0aae06fdf4e9124b301587be2c38a4b40ff1fed8573a857e1e9b5b67313,c9e0d45ad2b2e4a17675cfcaba1baf9b73d8e949f6a4c09d8aa6076cd741b958,144,232,233,377,144,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
129,33,33,9,math:DigitalLearningGmbH/MATH-lighteval:train:4020,2b5b091a7ce3328a7bf3c844af3df72f89f1d51c22d5b6872366ea0940386a31,math,1,2b5b091a7ce3328a7bf3c844af3df72f89f1d51c22d5b6872366ea0940386a31,2f35030c28c6412a30f5b8b4c26916a2986675aa3943df03df6c95e49060b5a0,130,166,167,297,130,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
130,33,33,9,math:DigitalLearningGmbH/MATH-lighteval:train:3258,55ff977007a2d441a7920c8452df00f35b16c0094c85c28e549d8d0d8274eced,math,1,55ff977007a2d441a7920c8452df00f35b16c0094c85c28e549d8d0d8274eced,18705b1968778ebb873a3a2004e42517773d6bee0584fc3dfdfd002f667154fa,109,154,155,264,109,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
131,33,33,9,math:DigitalLearningGmbH/MATH-lighteval:train:6542,d708904eb40efea3f00312e0bbaad148542a17d08ad9847399f22c4c4863ad28,math,1,d708904eb40efea3f00312e0bbaad148542a17d08ad9847399f22c4c4863ad28,0952ffcdb9bb921fe0fffc706e8c3ca490d0c88df4cae43ed42232b5fd166b4f,114,104,105,219,114,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
132,33,33,9,math:DigitalLearningGmbH/MATH-lighteval:train:989,028d6188eab28d4c28ebf681940035aa4b9ecb072d4945da5f19161459337e58,math,1,028d6188eab28d4c28ebf681940035aa4b9ecb072d4945da5f19161459337e58,fa461e3553cb88f0039518418f0a4628eff3e5eb5b47bc907b07ff84783937bc,123,108,109,232,123,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
133,34,34,9,math:DigitalLearningGmbH/MATH-lighteval:train:1546,ee94efde3596d91c5edf26b1aa405a72fcfe92c3d64c0979bc5804f294d7657c,math,1,ee94efde3596d91c5edf26b1aa405a72fcfe92c3d64c0979bc5804f294d7657c,c752c6355dfd21a8f26e290afc2d43b66fedcc3c1ed91434f30ea4449be63912,139,116,117,256,139,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
134,34,34,9,math:DigitalLearningGmbH/MATH-lighteval:train:6139,df8914a85f181e87714700e5f00ebf00311a02e74aa45949146c0b6300ff5f12,math,1,df8914a85f181e87714700e5f00ebf00311a02e74aa45949146c0b6300ff5f12,cbe5d41ce77ccb6bea779005de961146549c2ba0db62840bded4d864b7daa4b7,118,88,89,207,118,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
135,34,34,9,math:DigitalLearningGmbH/MATH-lighteval:train:6169,fac1d9148cbebe8e3dcf4b00cdc53b8e2e6e821d12486e49fa68f7190482ce5e,math,1,fac1d9148cbebe8e3dcf4b00cdc53b8e2e6e821d12486e49fa68f7190482ce5e,3d6609e4f5c029cc3984ca5fb4a90e9ced44a6d214ad44a6002a1e3fd41e1cc6,124,320,321,445,124,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
136,34,34,9,math:DigitalLearningGmbH/MATH-lighteval:train:7081,1c6a48d891779de770fa07d3d0e7cb75ecffc7923de0c01e715070d132a2c347,math,1,1c6a48d891779de770fa07d3d0e7cb75ecffc7923de0c01e715070d132a2c347,51c4e6c9e08cb77b69082bbc518ad72b2c5f6c91ae387ce67631dccf90b6d310,139,190,191,330,139,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
137,35,35,9,math:DigitalLearningGmbH/MATH-lighteval:train:1197,8c472f521fd3e9fca8fbb83bde9d701d437fba205cfd2be9610285fb08e9719f,math,1,8c472f521fd3e9fca8fbb83bde9d701d437fba205cfd2be9610285fb08e9719f,d64f70e6f47f20066be1b53a9e0b5613c5cf7ca59bf9e124db0c1743cdfd0cd8,131,152,153,284,131,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
138,35,35,9,math:DigitalLearningGmbH/MATH-lighteval:train:3657,77ab1fcdd5eb502a7963f7e83d42cc19f621daee316ae82ddc0aa7f5d605e500,math,1,77ab1fcdd5eb502a7963f7e83d42cc19f621daee316ae82ddc0aa7f5d605e500,5d142de3fd74a8aaab2859dd6a964e105d52aebfea7b04cf9c6a2c2f3030f765,150,228,229,379,150,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
139,35,35,9,math:DigitalLearningGmbH/MATH-lighteval:train:2441,dba4df89f10b7d529a32687e6aa2e2badf79f0efef924a036d9644b06d611a6c,math,1,dba4df89f10b7d529a32687e6aa2e2badf79f0efef924a036d9644b06d611a6c,e6d08c4d5c27e63ed149d86907ec8c2855ffcea5461846fd068dbc05c466b03a,139,166,167,306,139,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
140,35,35,9,math:DigitalLearningGmbH/MATH-lighteval:train:7484,76e83742d805574bee4bbbd9c8e5f76724ff77d8a4070a81cc18c589193edb93,math,1,76e83742d805574bee4bbbd9c8e5f76724ff77d8a4070a81cc18c589193edb93,ea5ab08d1215371561f39ae4fcb5c4d4366fd3fa0fcd800010582fd4947357d8,128,78,79,207,128,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
141,36,36,9,math:DigitalLearningGmbH/MATH-lighteval:train:6953,8f9403d222c4bc309a5895bc9c217a545ea4aa6380c53860c289a505348aaed8,math,1,8f9403d222c4bc309a5895bc9c217a545ea4aa6380c53860c289a505348aaed8,2e3aef98f963581fe76604013924a2dd43624c2d12eedd51b026f692e463ec1c,138,160,161,299,138,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
142,36,36,9,math:DigitalLearningGmbH/MATH-lighteval:train:772,794a35265f64cb3d30f7b2cbe93f5a989853877690a16a42b30b8212281eb161,math,1,794a35265f64cb3d30f7b2cbe93f5a989853877690a16a42b30b8212281eb161,6ce90076b1d6e693571f06357c9461186ecde113f5bf05d26ef5bff23e3ebfc1,123,112,113,236,123,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
143,36,36,9,math:DigitalLearningGmbH/MATH-lighteval:train:4147,60d78405a533f7fd761ba0d6c2f314a3dcd443ae3fb77f73170762c23f20220b,math,1,60d78405a533f7fd761ba0d6c2f314a3dcd443ae3fb77f73170762c23f20220b,c17fa6a0b3d5157171592271207a1f8c362f9c95dd276569cd967cc330f74500,163,150,151,314,163,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
144,36,36,9,math:DigitalLearningGmbH/MATH-lighteval:train:37,6fad9f0c632a0de2b3228597cba457dad62bc3b0a79e6f0bc8d729bab4dbc872,math,1,6fad9f0c632a0de2b3228597cba457dad62bc3b0a79e6f0bc8d729bab4dbc872,c04ceab348a8c4ca3ba9bbabefd6f5a5551c24ba1fa826be885b69ae7cc8c008,130,54,55,185,130,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
145,37,37,10,math:DigitalLearningGmbH/MATH-lighteval:train:6020,fd3eb750aa520582bbfa022e022d049872c32b5b8576ebe7e39bd9c7eaec34c3,math,1,fd3eb750aa520582bbfa022e022d049872c32b5b8576ebe7e39bd9c7eaec34c3,30c9143715d7f610903d22d52d2ac3ffb2a1a28c4211ad6bf0d738f14ffbe5f9,138,138,139,277,138,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
146,37,37,10,math:DigitalLearningGmbH/MATH-lighteval:train:1212,8cf27af0bd44d008b240c637885c5bcb13687857e8335e99838a688ef1ecf37c,math,1,8cf27af0bd44d008b240c637885c5bcb13687857e8335e99838a688ef1ecf37c,a838f7e4d6ab8219c2ce0a258806df58705c81d98df86b1e74f90b1748c4226c,315,82,83,398,315,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
147,37,37,10,math:DigitalLearningGmbH/MATH-lighteval:train:2118,74a9325cfcebaa8bb835363d3f4af29bf792145af34e7af985572ff3f503b962,math,1,74a9325cfcebaa8bb835363d3f4af29bf792145af34e7af985572ff3f503b962,a446473bd31763ff2ff45f5f07bd9ce1a0c91fb626c49277ea4e54d78a3b6dfc,111,270,271,382,111,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
148,37,37,10,math:DigitalLearningGmbH/MATH-lighteval:train:6537,f4f0bc1405d19c8d51d32030de8f73b2dfbef70d96f1b44755222465e31453f1,math,1,f4f0bc1405d19c8d51d32030de8f73b2dfbef70d96f1b44755222465e31453f1,e304832c46dfa328638f5c7cda1cefd86c0ef99ace0cf8af04b1ed78d79d708b,136,170,171,307,136,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
149,38,38,10,math:DigitalLearningGmbH/MATH-lighteval:train:2424,7364beb09501dfa7dfbb679db27a4841bd02fe207570ad05f55bb27d52c02c45,math,1,7364beb09501dfa7dfbb679db27a4841bd02fe207570ad05f55bb27d52c02c45,33067f4833bf13e746b891b22dca58ae230ac0bac624606a043db4f7a3ff3672,124,226,227,351,124,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
150,38,38,10,math:DigitalLearningGmbH/MATH-lighteval:train:4900,d1e4d05eb3c00edb512466fe4f68d7070b24b48f5c9d72cda5e8ddf8538b4fe5,math,1,d1e4d05eb3c00edb512466fe4f68d7070b24b48f5c9d72cda5e8ddf8538b4fe5,83ad4255d5ccbd4cc761b70baca041c13cbdff607d73026356b0f777beeab894,143,332,333,476,143,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
151,38,38,10,math:DigitalLearningGmbH/MATH-lighteval:train:5389,ef7fc662df970d4b4f335642cf448f490bccd0939b2ea8125253e71dd52bafda,math,1,ef7fc662df970d4b4f335642cf448f490bccd0939b2ea8125253e71dd52bafda,8205f61dd5b92b8853f1963a74ca0236b69ec4815b53eea19ca612347d3230af,128,268,269,397,128,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
152,38,38,10,math:DigitalLearningGmbH/MATH-lighteval:train:6367,02d2f95d7484de4d2e79c760a065e9b397d507f6ba765a109f0af4dd919f23e8,math,1,02d2f95d7484de4d2e79c760a065e9b397d507f6ba765a109f0af4dd919f23e8,c31b7a7b01227ebf0794f3358ce57a786f7990c0adfee20215628e2b129ceef3,131,110,111,242,131,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
153,39,39,10,math:DigitalLearningGmbH/MATH-lighteval:train:3232,fa5021a5ac570a70321b211e0099e69bbe4e8288000fb2101ebf004cdf86762d,math,1,fa5021a5ac570a70321b211e0099e69bbe4e8288000fb2101ebf004cdf86762d,ed6930554f27638e5d2ecbfcd0de7343075a76ba1b8eff415e010c5edf6e93cf,153,252,253,406,153,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
154,39,39,10,math:DigitalLearningGmbH/MATH-lighteval:train:1864,181c8a3d6660d062bb47d570a090dcf101a4d881d37c8b26120b87d726c3571b,math,1,181c8a3d6660d062bb47d570a090dcf101a4d881d37c8b26120b87d726c3571b,4fed94faaa2405fd7416ee6cbf04c7c4ad8190eebe65359fc8ce31234b4e92b0,114,116,117,231,114,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
155,39,39,10,math:DigitalLearningGmbH/MATH-lighteval:train:1081,a541578e8265faaf32c0cee40388c8a9a0c3e1f387e92d2996bbea6352a6d17c,math,1,a541578e8265faaf32c0cee40388c8a9a0c3e1f387e92d2996bbea6352a6d17c,342c76ad81a0c75b79574b989b029ff3e2398adafaef2d111c0f249c4b250235,119,128,129,248,119,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
156,39,39,10,math:DigitalLearningGmbH/MATH-lighteval:train:941,5a8cd1cc7693cee79942ca42292db04a296f71b2cce582d1feb1a14e81b60a61,math,1,5a8cd1cc7693cee79942ca42292db04a296f71b2cce582d1feb1a14e81b60a61,66ce952dbcedfd0b661859da3f51ca89e476984a10e4a8d4ff80ca528c3153a7,121,96,97,218,121,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
157,40,40,10,math:DigitalLearningGmbH/MATH-lighteval:train:4703,2564e2d8724f05dfde33836a2a57d5ee9eb140bfd69cadb3d43faa1cefc32718,math,1,2564e2d8724f05dfde33836a2a57d5ee9eb140bfd69cadb3d43faa1cefc32718,255b3726a83700b54594ef249ae6de507522eb799bc5613c79a1732f1c14047a,137,270,271,408,137,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
158,40,40,10,math:DigitalLearningGmbH/MATH-lighteval:train:1615,b45b7652b532c6f4197aefa442364a66f4139ea8f66cbea55575a00ba4580ae7,math,1,b45b7652b532c6f4197aefa442364a66f4139ea8f66cbea55575a00ba4580ae7,da1ea0c3d8419ab1b8d03af38ca0c93480284083d857efb932143a80f268e396,122,290,291,413,122,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
159,40,40,10,math:DigitalLearningGmbH/MATH-lighteval:train:2199,a0c6a0d85bbfd56d3b30d991819da0fabc4142ae1a06956ae978ccfcc608aff8,math,1,a0c6a0d85bbfd56d3b30d991819da0fabc4142ae1a06956ae978ccfcc608aff8,ea010dc5c9a998d54c64deeadcb81058afb8e932f0bcf006c828bcc588d92f5e,122,90,91,213,122,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
160,40,40,10,math:DigitalLearningGmbH/MATH-lighteval:train:4567,ae6d428a0d006fda0a4b7acb8436234212af2fbd7d7149dcb55b89537a12bdf8,math,1,ae6d428a0d006fda0a4b7acb8436234212af2fbd7d7149dcb55b89537a12bdf8,24b425778a8c9c1ecb334b1596658383e16fe87c1e8543bf59e0752727543824,914,104,105,1019,914,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
161,41,41,11,math:DigitalLearningGmbH/MATH-lighteval:train:2278,875535f243f7adbfa82b728b78a3ea904f0db4c931657c9e20af2064a80be2e1,math,2,875535f243f7adbfa82b728b78a3ea904f0db4c931657c9e20af2064a80be2e1,ed0fabdb2a5878ff54eb3241884c2325d698cda38ce6a56d12addb0f81a78d56,143,172,173,316,143,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
162,41,41,11,math:DigitalLearningGmbH/MATH-lighteval:train:988,43ea062e7aa69893d79db87cae6f72c1f49d63579e3dab0f00b9dfde9d545144,math,2,43ea062e7aa69893d79db87cae6f72c1f49d63579e3dab0f00b9dfde9d545144,3c0e56874dac63facb7586c099232f129119a5d91b1e4bf1eba7452fa3aade01,135,248,249,384,135,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
163,41,41,11,math:DigitalLearningGmbH/MATH-lighteval:train:86,d8ab2a63d600366128c2d2381d4a3b435355bfef5ee906ee8e9934a1489a32a0,math,2,d8ab2a63d600366128c2d2381d4a3b435355bfef5ee906ee8e9934a1489a32a0,96495a45e6f521ceff8ebccf365e59a3448fe3b28cabbcc5ae93e4440a16120d,135,136,137,272,135,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
164,41,41,11,math:DigitalLearningGmbH/MATH-lighteval:train:7106,affdc491a5b09635a1aaa25ffb80d10c3f36764f4607d4ef743fd4edcd296430,math,2,affdc491a5b09635a1aaa25ffb80d10c3f36764f4607d4ef743fd4edcd296430,74fcb6e765145cb1bd3973ec13f1f1dfa5afd92bdb90eadba8c9a10672efe37a,281,354,355,636,281,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
165,42,42,11,math:DigitalLearningGmbH/MATH-lighteval:train:2634,9fd8cf7bc60c2f2297d9be6894f43267bc511b5b62d1a5221681fc2969d967cb,math,2,9fd8cf7bc60c2f2297d9be6894f43267bc511b5b62d1a5221681fc2969d967cb,c4530ba0b0e0c220cbe26f070029935277bf385a6d3165c60515e322830dd12b,170,140,141,311,170,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
166,42,42,11,math:DigitalLearningGmbH/MATH-lighteval:train:263,6b07de8f60714bbde88248c5b8e24d5f59d5a0d83fa746bf72854194aa6003e8,math,2,6b07de8f60714bbde88248c5b8e24d5f59d5a0d83fa746bf72854194aa6003e8,c04c01ca146e1b4bf29012ab2f99791fe19cbe5080246a3c3ab4371c94ac9263,136,266,267,403,136,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
167,42,42,11,math:DigitalLearningGmbH/MATH-lighteval:train:1749,1d14dc26f1cb0fcfd34db75d85ea8ed8192aa436d257fe96ac5215ab55df6c1f,math,2,1d14dc26f1cb0fcfd34db75d85ea8ed8192aa436d257fe96ac5215ab55df6c1f,3ca3bf84ff46814d7ce83091f101de0bb0d66a3666d63ae85a3de5a7fa791ef9,160,138,139,299,160,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
168,42,42,11,math:DigitalLearningGmbH/MATH-lighteval:train:94,d2a7b42260b15616424081756d8e6e3aef0636a3102319d0e03dbb77d3a254bb,math,2,d2a7b42260b15616424081756d8e6e3aef0636a3102319d0e03dbb77d3a254bb,3d579e4297e000fac711af3c05adecee5e56f600a90b009590f0d33f9830e1b5,123,202,203,326,123,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
169,43,43,11,math:DigitalLearningGmbH/MATH-lighteval:train:3195,63488b595500e909566b668d916d84b7c42182184fd8371bc288f34b6174ce51,math,2,63488b595500e909566b668d916d84b7c42182184fd8371bc288f34b6174ce51,c8b319b804f7e3b6dabd7744cc69bbecae0f0e486f28dbe375e792c50a087c78,210,156,157,367,210,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
170,43,43,11,math:DigitalLearningGmbH/MATH-lighteval:train:6501,319bcb87d47691983987370482a71d17f9fb4dbc326337438ce8d08c5dae0885,math,2,319bcb87d47691983987370482a71d17f9fb4dbc326337438ce8d08c5dae0885,51ee06b7722bd6c43a9ae4a21bd91093d67656d29f5406d8d27c1a48b17e8c8d,114,118,119,233,114,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
171,43,43,11,math:DigitalLearningGmbH/MATH-lighteval:train:5220,4760a49f81d6faec416bc1194eabb3468e1fc5d951f5e1055b77b15cf3f5b3bb,math,2,4760a49f81d6faec416bc1194eabb3468e1fc5d951f5e1055b77b15cf3f5b3bb,966c7bb33ec14f31b534fe6332f4b66b115774a1ce41848a1d75213c624b4668,129,112,113,242,129,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
172,43,43,11,math:DigitalLearningGmbH/MATH-lighteval:train:3593,9fbb7f708e88c6fd497556e88faa427d17d920cba13dba527030ab47dc6d1c5f,math,2,9fbb7f708e88c6fd497556e88faa427d17d920cba13dba527030ab47dc6d1c5f,33636777b3d2b8c0356a3d3150d4fcf1079bc5c0958c0fa4eb5c0e514882275e,130,164,165,295,130,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
173,44,44,11,math:DigitalLearningGmbH/MATH-lighteval:train:4356,92ed29a2ef6a116d7972d8faf0f9544139e5ef282f785d459adc148c0fb80f96,math,2,92ed29a2ef6a116d7972d8faf0f9544139e5ef282f785d459adc148c0fb80f96,6a26660409f56a9fdcb56936b386d2f7fa0f5846f9d1effa8b377640878790e3,137,446,447,584,137,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
174,44,44,11,math:DigitalLearningGmbH/MATH-lighteval:train:3315,8e202895fd314e6c08cfe889abba599d183df9ef62ab5bf0a80edb50c2f5010d,math,2,8e202895fd314e6c08cfe889abba599d183df9ef62ab5bf0a80edb50c2f5010d,55d1d1270a587bb19ee4b329c9cfa2582d0c874201300da1d8f9f6f3b9518a3e,478,296,297,775,478,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
175,44,44,11,math:DigitalLearningGmbH/MATH-lighteval:train:1911,7efe79556389bffa88cd70100d92be46828bc7082287228053f5dda88808e42e,math,2,7efe79556389bffa88cd70100d92be46828bc7082287228053f5dda88808e42e,4de7ab42ec6867264fcba5207f159d041878fb854b4545050d7fcba4614b156c,140,112,113,253,140,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
176,44,44,11,math:DigitalLearningGmbH/MATH-lighteval:train:4049,c5713e915245b2c3459dd45f27fb329e6aaee5a40fb68a1a2a6b58cbcb090a1c,math,2,c5713e915245b2c3459dd45f27fb329e6aaee5a40fb68a1a2a6b58cbcb090a1c,6a39e7fc236135df0cfde920b7226eb6382cc43091a79b7fcba6b8c39e89ef6b,171,198,199,370,171,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
177,45,45,12,math:DigitalLearningGmbH/MATH-lighteval:train:5610,0806ef88f8e04332b55dffe8cf9dd31cd38e92daa61cae826fbc59a2b784bbf6,math,2,0806ef88f8e04332b55dffe8cf9dd31cd38e92daa61cae826fbc59a2b784bbf6,153ec3fc7eb1311a87106851442a5814820f6538641c8b475251164839d2624b,149,184,185,334,149,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
178,45,45,12,math:DigitalLearningGmbH/MATH-lighteval:train:7039,e96993d0a76def6ddd53b146a2f92c11980f51e251e078c15788b2f3a44c54e8,math,2,e96993d0a76def6ddd53b146a2f92c11980f51e251e078c15788b2f3a44c54e8,199f690a4877d4494d382737bd031540e0285be19fcf506885aab0df1cb26d8b,132,182,183,315,132,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
179,45,45,12,math:DigitalLearningGmbH/MATH-lighteval:train:4103,208b6bbd9a52cdbbd98d8ae5f1753969324e4262e04f49391eb9bf8b126c9b65,math,2,208b6bbd9a52cdbbd98d8ae5f1753969324e4262e04f49391eb9bf8b126c9b65,0531aedb804569ce84ec4fce7f64b4b07267af17a26073aae8050d8c2279f273,140,412,413,553,140,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
180,45,45,12,math:DigitalLearningGmbH/MATH-lighteval:train:7332,6ced812f875b1300fddd8b9406ea0338e9f4b73ec2326bf6978215188a0edabb,math,2,6ced812f875b1300fddd8b9406ea0338e9f4b73ec2326bf6978215188a0edabb,976ced5eb60c1e9399d09ad97feaf1ee201d3b5005f511713da3936f577cd57a,212,220,221,433,212,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
181,46,46,12,math:DigitalLearningGmbH/MATH-lighteval:train:7499,44fbafd50da4483afa9f7e5c447cde389fa8d811bde9c15725e43140852c373c,math,2,44fbafd50da4483afa9f7e5c447cde389fa8d811bde9c15725e43140852c373c,8c84ec090aeed744fafd60552b8de705d816e06b5580097dc32925f77f63a6e5,171,328,329,500,171,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
182,46,46,12,math:DigitalLearningGmbH/MATH-lighteval:train:6280,1b93d25ca8c6a6c69341f1d8c0ef78c955bf6ffb0e93933e779adc108861badc,math,2,1b93d25ca8c6a6c69341f1d8c0ef78c955bf6ffb0e93933e779adc108861badc,5143f611988faec5a4e7e1e65efba662f9186c38ed376254481bc19847ef6a50,126,340,341,467,126,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
183,46,46,12,math:DigitalLearningGmbH/MATH-lighteval:train:3881,87982ec862aeb011f9ff413bd5df5addb605fdc46ceff1d63c3b126a41fc4764,math,2,87982ec862aeb011f9ff413bd5df5addb605fdc46ceff1d63c3b126a41fc4764,c897e48ebbb596e3263e1c1f8a4a451352edb80ed082b2e96d120a5781699a6e,136,220,221,357,136,True,False,23ca192e8ef99df9ba0c56885a1e9bdd6c46bf292dbc66e73f96b37859927f9d
