position,update,slot,problem_id,content_hash,domain,level,difficulty_proxy,difficulty_proxy_value
306,77,1,gsm8k:openai/gsm8k:train:2725,f4ee91919520e546e5450da3032a747409ecc1757dac458d51bb8e84a9970539,gsm8k,na,official_solution_whitespace_tokens,64
307,77,2,math:DigitalLearningGmbH/MATH-lighteval:train:2496,a2138571a63e17117cfd1808fccf067fa931309d0759d2b63b67cf3fc7842664,math,2,math_level_2,2
308,77,3,math:DigitalLearningGmbH/MATH-lighteval:train:5900,a60d548524b48ee6715008a607f7efb9f6d5f40dc772af307f1b9550752ddda5,math,2,math_level_2,2
309,78,0,gsm8k:openai/gsm8k:train:1822,1273ead1579ed57e8acfb901ff8f016f1521db7bd39e6fee9c2912e0fad242cc,gsm8k,na,official_solution_whitespace_tokens,67
310,78,1,gsm8k:openai/gsm8k:train:1746,a16a49a39c8d754b42ca201b94f1feb7020d8e04e95e7fde5d778d2085940ed0,gsm8k,na,official_solution_whitespace_tokens,67
311,78,2,math:DigitalLearningGmbH/MATH-lighteval:train:5198,ae5546ef419207298913c08daf8f1de2c05f5b53f94da3c110ef9882e68da62e,math,2,math_level_2,2
312,78,3,math:DigitalLearningGmbH/MATH-lighteval:train:6771,aecbe6566854f968892ab6a36b7ee548d08dba5aaaa8710e417f9d1adac5a7b0,math,2,math_level_2,2
313,79,0,gsm8k:openai/gsm8k:train:3469,a1e94f3baf527caac6004d45dc632dd395c9d31f35f9f63b71f5755f500715cf,gsm8k,na,official_solution_whitespace_tokens,67
314,79,1,gsm8k:openai/gsm8k:train:7450,c3357ab44e07958fa747dbed5dddf011d7e1e6990dae0e38a9d76fe04ff73363,gsm8k,na,official_solution_whitespace_tokens,67
315,79,2,math:DigitalLearningGmbH/MATH-lighteval:train:7106,affdc491a5b09635a1aaa25ffb80d10c3f36764f4607d4ef743fd4edcd296430,math,2,math_level_2,2
316,79,3,math:DigitalLearningGmbH/MATH-lighteval:train:6523,b13822b8ae0a2672c5c4a38d0014ce11a557e57257e9193c978b570bf7ec55d9,math,2,math_level_2,2
317,80,0,gsm8k:openai/gsm8k:train:4927,08659037c6f6fd867cf5bd4a5211c2ce8c2345d2a701ab39973345b23f6bde07,gsm8k,na,official_solution_whitespace_tokens,68
318,80,1,gsm8k:openai/gsm8k:train:4485,746e731ec1e514a4f922eb0c9e6bb3d4fd7f18ef5e72d09cde24db4325f805ff,gsm8k,na,official_solution_whitespace_tokens,68
319,80,2,math:DigitalLearningGmbH/MATH-lighteval:train:3641,b1c59ff610634ba98950ce9ec937c13969f997c219a8af05d0913c0760bdb888,math,2,math_level_2,2
320,80,3,math:DigitalLearningGmbH/MATH-lighteval:train:7116,b2102554c4819be03c8a985bf78e5b7534658a4883a8a2b00d223ba05dd1bf23,math,2,math_level_2,2
321,81,0,gsm8k:openai/gsm8k:train:5876,fb02fea16f88e77c1107df54ef71fa7f8acdc9624f75900879b95e4138f5261f,gsm8k,na,official_solution_whitespace_tokens,68
322,81,1,gsm8k:openai/gsm8k:train:5174,035157bc767534b72a65ab795f8d4eabf9baf7eb8448fc945f9e3722c89e6a8d,gsm8k,na,official_solution_whitespace_tokens,69
323,81,2,math:DigitalLearningGmbH/MATH-lighteval:train:666,b76ab13ae11dce698a8abbaf768a5212349de64be6bd2966d06ed2402a966950,math,2,math_level_2,2
324,81,3,math:DigitalLearningGmbH/MATH-lighteval:train:5817,bed7dc8aafd55e40f661578d3c5756a7585a21a139e789a5078702f317905a93,math,2,math_level_2,2
325,82,0,gsm8k:openai/gsm8k:train:1701,88a91c47106f3baf69ad6f350706e478564ca5a2a261e68cc2559eb0f5776c18,gsm8k,na,official_solution_whitespace_tokens,69
326,82,1,gsm8k:openai/gsm8k:train:1275,ee6f2338b6e7feb516f1e8634e0821415fcd027e00ecccfca399d4daef5e65e3,gsm8k,na,official_solution_whitespace_tokens,69
327,82,2,math:DigitalLearningGmbH/MATH-lighteval:train:4724,c2bbe811bacb7c58a840258d388871a95b98bd68d1129533cc33fe7ef7e5b28e,math,2,math_level_2,2
328,82,3,math:DigitalLearningGmbH/MATH-lighteval:train:4049,c5713e915245b2c3459dd45f27fb329e6aaee5a40fb68a1a2a6b58cbcb090a1c,math,2,math_level_2,2
329,83,0,gsm8k:openai/gsm8k:train:2965,efa897cb4f11d73775a66169094ab53c9df931897f1c7e1b3108227a96d58f1e,gsm8k,na,official_solution_whitespace_tokens,69
330,83,1,gsm8k:openai/gsm8k:train:1898,f50f92775d2602713b676aec45bfae01c36311190056394f09490dda6a092724,gsm8k,na,official_solution_whitespace_tokens,69
331,83,2,math:DigitalLearningGmbH/MATH-lighteval:train:1847,c5a585e9f389cdb1a231778298e63923782e8edc20a973a961b7ea19a4789ec4,math,2,math_level_2,2
332,83,3,math:DigitalLearningGmbH/MATH-lighteval:train:4023,c82ec37eb86e6ffd6be7e80f6bd5f233abbd95d563cf0329ef7d776fac046f72,math,2,math_level_2,2
333,84,0,gsm8k:openai/gsm8k:train:6952,f660512d835c69bf3a3f676e13988bf9e2816a3d84692c8f3088f23f469921d9,gsm8k,na,official_solution_whitespace_tokens,69
334,84,1,gsm8k:openai/gsm8k:train:2804,134ede0ae957646d5c06cda083e7daf3d955f62b18ee5a88b3af3e6c391f8c54,gsm8k,na,official_solution_whitespace_tokens,70
335,84,2,math:DigitalLearningGmbH/MATH-lighteval:train:1987,cec4b803b60d28e3eb83aa75c6f01aca07157ec02293214fc88a2e7adaa8ad25,math,2,math_level_2,2
336,84,3,math:DigitalLearningGmbH/MATH-lighteval:train:94,d2a7b42260b15616424081756d8e6e3aef0636a3102319d0e03dbb77d3a254bb,math,2,math_level_2,2
337,85,0,gsm8k:openai/gsm8k:train:4159,45dc3e5288f6fce17615ca79c3dfa21c27a3b71c472a24d4dc0a2f3ba0f97b8b,gsm8k,na,official_solution_whitespace_tokens,70
338,85,1,gsm8k:openai/gsm8k:train:1505,507b314fd9875f88fd6ab72bf69c1e21ca2ac69466f5d32e72114e17f54faf45,gsm8k,na,official_solution_whitespace_tokens,70
339,85,2,math:DigitalLearningGmbH/MATH-lighteval:train:6004,d365938efd1dfbf1bb6d1dd88c5fa516467f60d6eb60375312363ed57a705f09,math,2,math_level_2,2
340,85,3,math:DigitalLearningGmbH/MATH-lighteval:train:6384,d38fdd6f606be79208b77bfb805eb680f8b330211f9fd1471880200a2073dff3,math,2,math_level_2,2
341,86,0,gsm8k:openai/gsm8k:train:2122,a9d2c1b83ccab4484f22d9c7b192e18bfb15690cbb98e8edb23290c7291fe9de,gsm8k,na,official_solution_whitespace_tokens,70
342,86,1,gsm8k:openai/gsm8k:train:2307,1bf0c58c6472402b6244138091c1f22642c0c25d1c0d91c5dcb360a79043bc23,gsm8k,na,official_solution_whitespace_tokens,71
343,86,2,math:DigitalLearningGmbH/MATH-lighteval:train:7008,d4355fb589aae9e9483d9651d654f258de552b6c696bee6dbb9626c09be46af6,math,2,math_level_2,2
344,86,3,math:DigitalLearningGmbH/MATH-lighteval:train:1410,d7ee99c30c9c4ea473431df1ca96e6f1f93638447145ccfc6469e328e6d9dabd,math,2,math_level_2,2
345,87,0,gsm8k:openai/gsm8k:train:6621,edf7e5a795e1e8b611afd7922d048474ea4c6f60c924f21c2f6198c3fbc9620f,gsm8k,na,official_solution_whitespace_tokens,71
346,87,1,gsm8k:openai/gsm8k:train:7111,8726f1ff2b322152b7a2c1386194c8b32c1ac3a4583e0c8c733eaf8120615596,gsm8k,na,official_solution_whitespace_tokens,72
347,87,2,math:DigitalLearningGmbH/MATH-lighteval:train:5377,d80db8b73774a45cfdf39805b8817bc1cee6ef4210d67ed06019e588abb71d4e,math,2,math_level_2,2
348,87,3,math:DigitalLearningGmbH/MATH-lighteval:train:86,d8ab2a63d600366128c2d2381d4a3b435355bfef5ee906ee8e9934a1489a32a0,math,2,math_level_2,2
349,88,0,gsm8k:openai/gsm8k:train:5368,ded30dfff299f4fa3c0c9566e97dd17c6ebf692d1544229709c08c7b9b960de5,gsm8k,na,official_solution_whitespace_tokens,72
350,88,1,gsm8k:openai/gsm8k:train:7095,947fca0e6259fdc4f127997597db91a699583a864573fc89a15c63723e4076a7,gsm8k,na,official_solution_whitespace_tokens,73
351,88,2,math:DigitalLearningGmbH/MATH-lighteval:train:3914,d926500f36e7f90bcd6979faad7f3e3fe409410c875da888c6c81d89275bbc68,math,2,math_level_2,2
352,88,3,math:DigitalLearningGmbH/MATH-lighteval:train:5663,da2a255a151ae01377748944c7dbc6732edcfba8fe35c2a3055031c9fbd1b5d8,math,2,math_level_2,2
353,89,0,gsm8k:openai/gsm8k:train:1853,b9535aab42e4c2e53c48f451676cd1027ae50cc44a91ea4e46a8ab201ce88d45,gsm8k,na,official_solution_whitespace_tokens,74
354,89,1,gsm8k:openai/gsm8k:train:604,4be09f5208f1d76669541b447e5ee0e655b3b2db878d25bd72c2b266bcb6cc2c,gsm8k,na,official_solution_whitespace_tokens,75
355,89,2,math:DigitalLearningGmbH/MATH-lighteval:train:2718,dce4f13a1b023e648428e368c02776546e67f2fad08c8b4b7642a5c688139501,math,2,math_level_2,2
356,89,3,math:DigitalLearningGmbH/MATH-lighteval:train:33,e1da42860a633a40ed1820c063a2bcc8085900fcbb69d401000264697a31f2a8,math,2,math_level_2,2
357,90,0,gsm8k:openai/gsm8k:train:5144,3430c198517ae04b1075fc39415c98854de12422907cddced475ba0712b5826b,gsm8k,na,official_solution_whitespace_tokens,76
358,90,1,gsm8k:openai/gsm8k:train:1001,393de9cd0e20267f72d7ebee1bdad79f740c62675ab90338d440bf2d2c509266,gsm8k,na,official_solution_whitespace_tokens,76
359,90,2,math:DigitalLearningGmbH/MATH-lighteval:train:3690,e719b74adb202ad44a06a099a284b9b3262b43dbe2e0e0909a3862604bb9baaf,math,2,math_level_2,2
360,90,3,math:DigitalLearningGmbH/MATH-lighteval:train:84,e85bf5914bfdd902a3a59d2cace2ed2a0b6768ecda23fcb7ecff6e54399ebe11,math,2,math_level_2,2
361,91,0,gsm8k:openai/gsm8k:train:6995,f0221e53991014c873ad94612fc2e66a9033bb30d38baa309014848dab63c8dd,gsm8k,na,official_solution_whitespace_tokens,76
362,91,1,gsm8k:openai/gsm8k:train:1104,335496b9d7cdc60b0f62508d3f8146eccc7de72ecbb83447b716d88bf20ba9bf,gsm8k,na,official_solution_whitespace_tokens,77
363,91,2,math:DigitalLearningGmbH/MATH-lighteval:train:4800,e930968b5fccde4f1827a901dd4319745a20e8bb57b1f776dcd08aed45f34d20,math,2,math_level_2,2
364,91,3,math:DigitalLearningGmbH/MATH-lighteval:train:7039,e96993d0a76def6ddd53b146a2f92c11980f51e251e078c15788b2f3a44c54e8,math,2,math_level_2,2
365,92,0,gsm8k:openai/gsm8k:train:4707,9894090bf7b6975b93dd9b4cc36052f26e3b1a61822f15f75c2bc8e942d81014,gsm8k,na,official_solution_whitespace_tokens,77
366,92,1,gsm8k:openai/gsm8k:train:5541,b40509d5eb9675f114083d23731c005a899d41c9d6d9b6ee07055eb65d05ea9c,gsm8k,na,official_solution_whitespace_tokens,77
367,92,2,math:DigitalLearningGmbH/MATH-lighteval:train:5683,e9af49db44d963fb0c3839e3ee1bbc45177de26cc57aa2d631562c52588b6be6,math,2,math_level_2,2
368,92,3,math:DigitalLearningGmbH/MATH-lighteval:train:6554,ec8437e0ca9f1deb3dab2a2337892df04f1ae9b5d701909e1450201332208222,math,2,math_level_2,2
369,93,0,gsm8k:openai/gsm8k:train:5449,fc2f5ace5b61e3ad1c7d171596594545e35e3c44f7a9a9782bec56d289307bec,gsm8k,na,official_solution_whitespace_tokens,77
370,93,1,gsm8k:openai/gsm8k:train:3707,0232b7a4c7f799281dffad0df7d8bfab69814aa3c19984f5486cc0a6853b4d5e,gsm8k,na,official_solution_whitespace_tokens,78
371,93,2,math:DigitalLearningGmbH/MATH-lighteval:train:2774,f2e2866b7cac8526b5c8b7939ecf4b6f050cdf848a850872e9e5698619b73556,math,2,math_level_2,2
372,93,3,math:DigitalLearningGmbH/MATH-lighteval:train:105,f596d35bc5108977eb9e36c23769748e158fb9b389207cb5eb8112811541dc57,math,2,math_level_2,2
373,94,0,gsm8k:openai/gsm8k:train:994,bfdaec6dbbc015d6b6aae680e63b8675d6b86c0faaf5f4d3d99fc104c6218544,gsm8k,na,official_solution_whitespace_tokens,78
374,94,1,gsm8k:openai/gsm8k:train:4261,fb75f83412e8ce61fb2cfc6891aae21041e4a335a6f9a4124d024200f3af59c2,gsm8k,na,official_solution_whitespace_tokens,78
375,94,2,math:DigitalLearningGmbH/MATH-lighteval:train:1848,f6e938242c5d85b7e1516627637280c0ad9f9c8bea4e71e35623f69b8374582a,math,2,math_level_2,2
376,94,3,math:DigitalLearningGmbH/MATH-lighteval:train:1264,f9b36826a9f1c789910fc24fdc9c8d50b2c4a6c035aac7b0f5e9788785cbef19,math,2,math_level_2,2
377,95,0,gsm8k:openai/gsm8k:train:4772,4e7941dd749ee480d82c79d98865a9abb6a90f3d37427ea9ff1325bad61ed3a5,gsm8k,na,official_solution_whitespace_tokens,79
378,95,1,gsm8k:openai/gsm8k:train:218,b18c876b8100b75d6cf75957f966df1235e04ee9430c82eae3e7a48452de0c40,gsm8k,na,official_solution_whitespace_tokens,79
379,95,2,math:DigitalLearningGmbH/MATH-lighteval:train:4018,fa4d1ebd1731baafbf4104e6031a40d59b3630a3ef299547e048a5f818ab3444,math,2,math_level_2,2
380,95,3,math:DigitalLearningGmbH/MATH-lighteval:train:5460,fb71499058b87bb786f03dddc8490c17322c3f906a01c78c5409edc46d861011,math,2,math_level_2,2
381,96,0,gsm8k:openai/gsm8k:train:7175,c111b392f591f3526f60cc4b69c361f2ce4ecf6ba3190aa7595ff15875d33196,gsm8k,na,official_solution_whitespace_tokens,79
382,96,1,gsm8k:openai/gsm8k:train:1776,0953bab0d62fef5490f18df2bdbd4b8f70b504727a733cd66828674e65dfbbdd,gsm8k,na,official_solution_whitespace_tokens,80
383,96,2,math:DigitalLearningGmbH/MATH-lighteval:train:98,fcd9f81b47ac49a40fc8275917ec27ed26e33122b892c77d8579bdff1f31ff3f,math,2,math_level_2,2
384,96,3,math:DigitalLearningGmbH/MATH-lighteval:train:3740,fd8659005f8ad4cbac008aba725229180620881e4c2d41f11aaf366059f458da,math,2,math_level_2,2
385,97,0,gsm8k:openai/gsm8k:train:5137,2252ffedb68737960a93d52fa800ce1762f2380f450cc9e911cf237996b692ee,gsm8k,na,official_solution_whitespace_tokens,80
386,97,1,math:DigitalLearningGmbH/MATH-lighteval:train:438,00de1954ba4d980773df4146c54d28abd19f8a0d126911ca86a32dcf9a4af449,math,3,math_level_3,3
387,97,2,math:DigitalLearningGmbH/MATH-lighteval:train:1564,090526bafad81a0a58390a51c81921b146e27bec4d849257c242b497b51f6a1c,math,3,math_level_3,3
388,97,3,math:DigitalLearningGmbH/MATH-lighteval:train:4502,0a791e2fae584780b8fe68cb3f21194bc24f691b277ba3b90970b95a4e47fe38,math,3,math_level_3,3
389,98,0,gsm8k:openai/gsm8k:train:7263,d5fa2f9f30880021f254d0901fc33309d97ccfc45c812844db82e2b19a55e61e,gsm8k,na,official_solution_whitespace_tokens,80
390,98,1,math:DigitalLearningGmbH/MATH-lighteval:train:1530,0feab68d692a9bf69a712a91b21186dc0362219f3bc7c9ea0592bb0dab5ab72a,math,3,math_level_3,3
391,98,2,math:DigitalLearningGmbH/MATH-lighteval:train:6075,11d53a49b790fe866bc06aa0aadb992aa8679dfb1672f610b899f73abf6b8720,math,3,math_level_3,3
392,98,3,math:DigitalLearningGmbH/MATH-lighteval:train:713,13102dab1cbec153e7b32023a2b22961702bd3b7ebba02a55e58635f83500a7b,math,3,math_level_3,3
393,99,0,gsm8k:openai/gsm8k:train:214,e095eb2272550c219634adf8fe5a5d8d615ef9360ca092002d8df49a939e141a,gsm8k,na,official_solution_whitespace_tokens,80
394,99,1,math:DigitalLearningGmbH/MATH-lighteval:train:1912,156803ff5f0c3849a269e4e222eb9fa9499db4d2809caa801515991f66e30667,math,3,math_level_3,3
395,99,2,math:DigitalLearningGmbH/MATH-lighteval:train:4059,161189fb1f59d9a4ea42252bd6a80999e1da85e221ff051d680cdce11f7c4e60,math,3,math_level_3,3
396,99,3,math:DigitalLearningGmbH/MATH-lighteval:train:6540,1a98e6e8ce731d09001f4b1f158a3a6868615cc7ae4f3055b4b1b192cecebef0,math,3,math_level_3,3
397,100,0,gsm8k:openai/gsm8k:train:4438,263a4f38708eed9d825439c9f4b90fc38b099df98309f3a5d3719fe4a5497b3e,gsm8k,na,official_solution_whitespace_tokens,83
398,100,1,math:DigitalLearningGmbH/MATH-lighteval:train:5668,1bf3aef5e52c7e4f0f5c9a40c0f14a512cf0d708c445c4478df7f8c746e7a14b,math,3,math_level_3,3
399,100,2,math:DigitalLearningGmbH/MATH-lighteval:train:1011,1d0b0f359e9e7ebe77dcf6a8ef8905447b3747ff9b4af0b78527cbfef7bd60fd,math,3,math_level_3,3
400,100,3,math:DigitalLearningGmbH/MATH-lighteval:train:919,202dae2a145107bfa390ae1333dc3a6d87ab72aa3f1a1296d6d89bf92981df7e,math,3,math_level_3,3
401,101,0,gsm8k:openai/gsm8k:train:6169,67a560e2d52bef0d1265a34f1ce7a2d94fe4af15fc39638862a97ecc49f51bcd,gsm8k,na,official_solution_whitespace_tokens,83
402,101,1,math:DigitalLearningGmbH/MATH-lighteval:train:1679,20cb60ee6c0f09ce54e4ab1a8eea69d443df386b4bfbefee8e295e308e515d41,math,3,math_level_3,3
403,101,2,math:DigitalLearningGmbH/MATH-lighteval:train:6192,299be4cb03f69417bac7ab0cf94cab3138e76fd73593469a45aa299d145a0e4a,math,3,math_level_3,3
404,101,3,math:DigitalLearningGmbH/MATH-lighteval:train:6022,2b389061401818cadb780ad0d1c8e9c0dbd5027466c20407100ef6e242bab110,math,3,math_level_3,3
405,102,0,gsm8k:openai/gsm8k:train:6052,07323805b09e9eae8034921549d29de263a21f27f34fb3c96ee4606f2dae5dd1,gsm8k,na,official_solution_whitespace_tokens,84
406,102,1,math:DigitalLearningGmbH/MATH-lighteval:train:3540,2b659bfe358b5ebc13d14ce4df7fd812927013cae257e5423947cc8ea4f2a725,math,3,math_level_3,3
407,102,2,math:DigitalLearningGmbH/MATH-lighteval:train:5757,32db644707259273cdc2e7301fdb34758adc2c1131fbc0346672c861aff7c486,math,3,math_level_3,3
408,102,3,math:DigitalLearningGmbH/MATH-lighteval:train:2057,36ee6bbe1b33f8197eed87294f325c9678bc56633ba8bf84099ae0ab5614f4c0,math,3,math_level_3,3
409,103,0,gsm8k:openai/gsm8k:train:3125,5dd7b0c4d10a24952d4fa7ce692f51f7edea11c912a150086da6bf1e1a2832bb,gsm8k,na,official_solution_whitespace_tokens,84
410,103,1,math:DigitalLearningGmbH/MATH-lighteval:train:6202,37b01e1f694b0f54538b386dc7d8908c53c6d10e0293838d25ea8b63bb627df2,math,3,math_level_3,3
411,103,2,math:DigitalLearningGmbH/MATH-lighteval:train:3599,3842dade78a8c660d5574b8f9c6ada4e67683c637ad7ab41701755a377428b39,math,3,math_level_3,3
412,103,3,math:DigitalLearningGmbH/MATH-lighteval:train:6362,39af00394f10f132fcf899a82e5ac8df042367ca89c23885d3704769da450926,math,3,math_level_3,3
413,104,0,gsm8k:openai/gsm8k:train:3083,59a5a01664a3b7d5c96b24e41933187f003704aa8549ec2f9873e012cc7f38b0,gsm8k,na,official_solution_whitespace_tokens,85
414,104,1,math:DigitalLearningGmbH/MATH-lighteval:train:2838,3b9aedd7d0ebb0290602211d26975a8eefe4d7f2bd0926d26c263533a675a58b,math,3,math_level_3,3
415,104,2,math:DigitalLearningGmbH/MATH-lighteval:train:4309,3fbda922a2a9f02378c393f139a012965a8f84ccb015e643e412cc0fda3ddc36,math,3,math_level_3,3
416,104,3,math:DigitalLearningGmbH/MATH-lighteval:train:4064,408d2fce1a69b97dc4f5a335349af892d1b664ce6d7fb128e69a13e98696a5ff,math,3,math_level_3,3
417,105,0,gsm8k:openai/gsm8k:train:3126,c9cee6b3d6a180a7d575980a9e31b012e7717e713ec42399b6dac7c955d21a49,gsm8k,na,official_solution_whitespace_tokens,86
418,105,1,math:DigitalLearningGmbH/MATH-lighteval:train:478,44c9d97356084eb1ebe66e2983fc5c1acab2f19ff02f34089e107f40b3de08a2,math,3,math_level_3,3
419,105,2,math:DigitalLearningGmbH/MATH-lighteval:train:1375,45a6cfc28409239dd3b2a2af5d0739c28d8aca63a9d66582f841115efb706773,math,3,math_level_3,3
420,105,3,math:DigitalLearningGmbH/MATH-lighteval:train:4753,474f8087db23a4c685d7450ac01365f11adce02fe2cc7ebf490c4762154fa31f,math,3,math_level_3,3
421,106,0,gsm8k:openai/gsm8k:train:6970,0b8cf440e771cbbe0c131c4103383e0356191f3dc2f229e0b49b1be2576fe1d6,gsm8k,na,official_solution_whitespace_tokens,87
422,106,1,math:DigitalLearningGmbH/MATH-lighteval:train:5381,49522d7dad5afd46596314d18027392560c053daefda8eab91d455caac655662,math,3,math_level_3,3
423,106,2,math:DigitalLearningGmbH/MATH-lighteval:train:1307,4c409b8475394424e44156422dafec572322a70fb3d8fbdddf95abc488c37e91,math,3,math_level_3,3
424,106,3,math:DigitalLearningGmbH/MATH-lighteval:train:2410,4ef75af15fc9df7ecbbfe299f7888f5466d2f96278feb30b910bbc166dc85faa,math,3,math_level_3,3
425,107,0,gsm8k:openai/gsm8k:train:2833,ff2522245ea447ca8fa7646af3d1da8420878157f0c0ca582532464a64bab7d9,gsm8k,na,official_solution_whitespace_tokens,87
426,107,1,math:DigitalLearningGmbH/MATH-lighteval:train:748,4f93eebbd4527a752e0596f86f2e2aaa8ca82bbb30dcd5366070a32ad5641367,math,3,math_level_3,3
427,107,2,math:DigitalLearningGmbH/MATH-lighteval:train:4910,5231112fc8d10fede54530fc6e1803546e902f4956a9a8be06bae710ea39eb0d,math,3,math_level_3,3
428,107,3,math:DigitalLearningGmbH/MATH-lighteval:train:310,5270661923961f84f0a2a9f8f60afe956fc213fce322985891e1fc4d856e022c,math,3,math_level_3,3
429,108,0,gsm8k:openai/gsm8k:train:3417,4fd221fd9bf7960ac436c3b7bed7f9c21fd0d37c39b40494b165f7165e6a8bde,gsm8k,na,official_solution_whitespace_tokens,89
430,108,1,math:DigitalLearningGmbH/MATH-lighteval:train:4959,52a04a6de4a4e9b51fded7443d4612730ac5e7ae48875b26d7c6d7c3a303fa8a,math,3,math_level_3,3
431,108,2,math:DigitalLearningGmbH/MATH-lighteval:train:4311,580f745b4e7550678e45d0ddd832fbf460d8d23785a66df1f43b7b696cfeb55f,math,3,math_level_3,3
432,108,3,math:DigitalLearningGmbH/MATH-lighteval:train:821,59316d15ca742997b574a7f7587e8ccd4bdc677f1074f0b2bb36da93a977e921,math,3,math_level_3,3
433,109,0,gsm8k:openai/gsm8k:train:4452,59cbf8bdfd6fbb745f86df7666dcfba055880cab5da8fa92df58c1d01826cc08,gsm8k,na,official_solution_whitespace_tokens,89
434,109,1,math:DigitalLearningGmbH/MATH-lighteval:train:4652,59e1b39dc56183307861c1e88f8d2ca14bdb7e1d47964a80c30744c8b49f7fec,math,3,math_level_3,3
435,109,2,math:DigitalLearningGmbH/MATH-lighteval:train:221,59e35751286b8ee9d4159038a0a343b4ac3e31fbf918ac8a693f4ec0aac1e264,math,3,math_level_3,3
436,109,3,math:DigitalLearningGmbH/MATH-lighteval:train:3668,652cd91dd12cedc527b6b185a0e921235664ddcd96ec3ace95b14ce459de0b1e,math,3,math_level_3,3
437,110,0,gsm8k:openai/gsm8k:train:1154,6a3429a74823973fb920ebc4e920c97a2d176036b7f2d6c83710d75bc5d539cf,gsm8k,na,official_solution_whitespace_tokens,89
438,110,1,math:DigitalLearningGmbH/MATH-lighteval:train:1176,688084fee8f7deb7b397b94a793fcce8fcb5401705a40365ce5fc97ea8ef4e41,math,3,math_level_3,3
439,110,2,math:DigitalLearningGmbH/MATH-lighteval:train:679,775b418556bb478203d468b61285f544c2c77e467d8e2c3bcb00367288550443,math,3,math_level_3,3
440,110,3,math:DigitalLearningGmbH/MATH-lighteval:train:6739,7999d5c2a1a042d74486f3637a14df441ac031de2bf1342fe85ba34c6b526401,math,3,math_level_3,3
441,111,0,gsm8k:openai/gsm8k:train:2569,a2837c962f6c4dec078ea26963318380afe78f9dd01c66d20acc3a78599894f5,gsm8k,na,official_solution_whitespace_tokens,91
442,111,1,math:DigitalLearningGmbH/MATH-lighteval:train:6229,7a82401153f4fbba96289d147dbbf9811cdb80fda0291efef592162e5339dc6f,math,3,math_level_3,3
443,111,2,math:DigitalLearningGmbH/MATH-lighteval:train:861,84640504eb48ea1605dbb9c59b7cf9f90f47dfdde55badcd43355a85b7fa697b,math,3,math_level_3,3
444,111,3,math:DigitalLearningGmbH/MATH-lighteval:train:6841,855b1f1d00a900c004c068d315bc9f7c51dcb10b1be1fd6eaaf622dd7ba4ff7e,math,3,math_level_3,3
445,112,0,gsm8k:openai/gsm8k:train:7056,528a0b00bb9dcc31816b21bd7c8e3988f0184477e2f8ca7b7b0e3cf0c64f2809,gsm8k,na,official_solution_whitespace_tokens,93
446,112,1,math:DigitalLearningGmbH/MATH-lighteval:train:1098,875bc26ad891ed44c3eb36c1106684bdec60aa8a05fc21038fc3709b32c1587b,math,3,math_level_3,3
447,112,2,math:DigitalLearningGmbH/MATH-lighteval:train:5907,87b9f6ff024a51d00e175bc4467d590e783645e4ee93891f288ccde0a7ff780b,math,3,math_level_3,3
448,112,3,math:DigitalLearningGmbH/MATH-lighteval:train:2261,8b64bb5067380ecb788a0fdae35f58ab1b6d2a08ba0a77b9a82f1dd270ad55cf,math,3,math_level_3,3
449,113,0,gsm8k:openai/gsm8k:train:2005,62f4bcfc8df6eaa2f557b48b4b733bb37acee9ad6da7912e6cb741b03d0dfba1,gsm8k,na,official_solution_whitespace_tokens,94
450,113,1,math:DigitalLearningGmbH/MATH-lighteval:train:2715,8b6c680afe60f40576641b5547a86d2c0e126b7df6d6e4e4677ae9ef89cf367d,math,3,math_level_3,3
451,113,2,math:DigitalLearningGmbH/MATH-lighteval:train:5805,8e22306a409f183f203e8cdd6a1e90316f66b853e44793ecc06e72e1ca57b1c0,math,3,math_level_3,3
452,113,3,math:DigitalLearningGmbH/MATH-lighteval:train:6067,8f775fd2a7e3bc1a088b61e2fce875a5ee12fa5fed0ef0abe184be6d7e44c5a6,math,3,math_level_3,3
453,114,0,gsm8k:openai/gsm8k:train:7004,b9f17e07505389ca0c50c78a514ef37aa48d21284f3c596fce8287acf43527ce,gsm8k,na,official_solution_whitespace_tokens,94
454,114,1,math:DigitalLearningGmbH/MATH-lighteval:train:1826,968288f7e03b51d5869739fc2ffd67234a6996d14419a0933ea93e9e04231bbc,math,3,math_level_3,3
455,114,2,math:DigitalLearningGmbH/MATH-lighteval:train:3265,96aed34b8f06e3be4e92cc06fd474dd3260b1e80793d3b28360540c07093cc17,math,3,math_level_3,3
456,114,3,math:DigitalLearningGmbH/MATH-lighteval:train:6352,9aa68060926722810c98a44cc250e1539c648b4c054ac061414807a73a133242,math,3,math_level_3,3
457,115,0,gsm8k:openai/gsm8k:train:3203,36caa3d36d5afea453f7e7e68f0c02ca2c62c066d2c82232c6ff70df040f16fe,gsm8k,na,official_solution_whitespace_tokens,98
458,115,1,math:DigitalLearningGmbH/MATH-lighteval:train:6799,9cb42016933cb38039aca870e1109f8623a4899d5069cc2e8d9b6b92743f20f9,math,3,math_level_3,3
459,115,2,math:DigitalLearningGmbH/MATH-lighteval:train:3934,9cbae9997df6adbbfd0ad014e1aadadaf25893990416d14b59c6982a6e0b99a0,math,3,math_level_3,3
