run_id,seed,problem_id,domain,math500_level,sampled_pass_at_1,pass_at_4,format_valid,valid_answer,canonical_correct
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:399,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:487,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:389,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:273,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:455,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:729,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:118,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1280,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:685,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1214,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:76,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:852,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1260,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:283,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:516,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:42,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:895,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1180,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:153,gsm8k,,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1172,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:742,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:776,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:182,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:702,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:417,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:853,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:297,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:979,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:155,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:832,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:746,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:573,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:392,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:433,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:164,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1030,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:701,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:587,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:99,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:284,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:775,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:695,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1000,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:26,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:727,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1067,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:312,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:999,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:217,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:795,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:673,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:768,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:781,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:517,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:448,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:357,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1003,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:226,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:681,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:631,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:187,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:883,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:192,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1189,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:253,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1228,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:737,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:324,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:836,gsm8k,,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:810,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:817,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:884,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:262,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:27,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1057,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:980,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:590,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1084,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:683,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:629,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:250,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1033,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:142,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:189,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:564,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1201,gsm8k,,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:871,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:563,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:123,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:497,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1292,gsm8k,,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:539,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:424,gsm8k,,0,,1,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:933,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:314,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:581,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:709,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:700,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:659,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:13,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:119,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:641,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:308,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:1115,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:390,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:857,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:75,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:975,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:233,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:841,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:828,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:989,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:576,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:325,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:304,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:974,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,gsm8k:test:601,gsm8k,,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:410,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:167,math500,1,0,1,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:170,math500,5,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:24,math500,5,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:250,math500,4,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:386,math500,3,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:313,math500,5,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:72,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:416,math500,3,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:52,math500,5,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:440,math500,3,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:156,math500,3,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:262,math500,1,0,1,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:391,math500,5,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:437,math500,3,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:499,math500,4,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:86,math500,1,0,1,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:134,math500,4,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:105,math500,3,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:448,math500,5,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:198,math500,3,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:434,math500,5,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:371,math500,5,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:144,math500,1,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:163,math500,5,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:201,math500,4,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:482,math500,5,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:23,math500,5,1,,1,1,1
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:365,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:461,math500,4,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:27,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:215,math500,4,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:271,math500,4,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:345,math500,3,0,1,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:393,math500,3,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:382,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:476,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:95,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:63,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:164,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:93,math500,4,1,0,1,1,1
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:390,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:79,math500,1,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:290,math500,3,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:413,math500,2,0,1,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:422,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:432,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:269,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:84,math500,4,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:214,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:363,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:311,math500,4,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:284,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:50,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:273,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:291,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:307,math500,2,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:493,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:398,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:366,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:118,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:456,math500,1,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:219,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:9,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:483,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:310,math500,2,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:209,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:80,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:1,math500,5,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:100,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:103,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:224,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:251,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:402,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:435,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:6,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:480,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:146,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:220,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:242,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:445,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:62,math500,5,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:237,math500,1,0,0,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:272,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:168,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:194,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:137,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:228,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:111,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:162,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:64,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:403,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:15,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:415,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:139,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:304,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:394,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:166,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:180,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:486,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:53,math500,2,1,,1,1,1
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:94,math500,5,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:361,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:243,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:460,math500,4,1,,1,1,1
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:259,math500,1,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:213,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:35,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:341,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:78,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:18,math500,1,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:205,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:468,math500,4,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:384,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:31,math500,4,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:336,math500,1,0,0,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:169,math500,2,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:14,math500,1,0,,1,1,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:177,math500,3,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:58,math500,1,0,,0,0,0
baseline_formal_1p5b_seed123_20260718T133624Z,123,math:HuggingFaceH4/MATH-500:test:183,math500,4,0,,1,1,0
